2015/08/24,209,000,218,000,206,900,209,200,226,209,200
2015/08/25,197,500,209,200,195,700,200,100,184,200,100
2015/08/26,200,900,206,300,200,000,200,100,107,200,100
2015/08/27,203,900,206,500,202,000,202,900,79,202,900
2015/08/28,207,500,210,200,202,700,203,000,103,203,000
2015/08/31,203,000,211,000,203,000,203,400,50,203,400
2015/09/01,210,000,210,000,199,000,199,000,112,199,000
2015/09/02,198,300,201,500,198,300,200,000,90,200,000
2015/09/03,200,200,200,800,196,100,197,800,122,197,800
2015/09/04,198,000,198,300,196,000,196,000,74,196,000
2015/09/07,194,000,194,000,190,000,190,100,99,190,100
2015/09/08,190,100,192,300,189,600,189,600,77,189,600
2015/09/09,192,600,202,000,190,300,193,500,127,193,500
2015/09/10,193,500,197,000,193,500,196,000,57,196,000
2015/09/11,195,200,199,200,195,200,199,200,139,199,200
2015/09/14,200,100,204,400,197,500,197,500,151,197,500
2015/09/15,196,800,198,200,194,100,194,100,51,194,100
2015/09/16,198,100,198,200,190,000,190,000,74,190,000
2015/09/17,189,000,194,500,189,000,191,500,113,191,500
2015/09/18,191,500,195,000,190,300,195,000,37,195,000
2015/09/24,195,000,196,000,192,000,192,000,45,192,000
2015/09/25,192,000,195,700,191,300,192,700,102,192,700
2015/09/28,192,800,196,700,192,000,195,100,98,195,100
2015/09/29,195,100,207,000,189,400,199,900,302,199,900
2015/09/30,199,900,201,700,197,700,198,800,63,198,800
2015/10/01,199,200,200,600,198,000,200,400,85,200,400
2015/10/02,200,900,201,000,198,100,198,100,71,198,100
2015/10/05,200,900,201,000,198,700,198,700,66,198,700
2015/10/06,201,000,202,100,199,900,202,000,66,202,000
2015/10/07,202,000,202,000,200,000,200,300,64,200,300
2015/10/08,200,100,200,800,200,000,200,700,52,200,700
