2011/06/03,446,449,442,442,814,000,442
2011/06/06,441,442,431,432,680,000,432
2011/06/07,433,437,432,435,424,000,435
2011/06/08,435,438,435,435,467,000,435
2011/06/09,433,439,433,437,1,071,000,437
2011/06/10,441,443,438,442,2,692,000,442
2011/06/13,439,445,437,445,502,000,445
2011/06/14,446,455,446,453,647,000,453
2011/06/15,453,455,451,455,600,000,455
2011/06/16,449,450,442,442,668,000,442
2011/06/17,445,445,439,442,1,019,000,442
2011/06/20,442,449,442,447,940,000,447
2011/06/21,450,458,448,458,994,000,458
2011/06/22,460,469,460,468,909,000,468
2011/06/23,463,472,462,471,760,000,471
2011/06/24,473,473,469,470,849,000,470
2011/06/27,467,468,461,465,583,000,465
2011/06/28,473,478,466,468,955,000,468
2011/06/29,473,473,468,473,790,000,473
2011/06/30,474,477,473,475,781,000,475
2015/08/24,1,355,1,365,1,304,1,305,1,696,000,1,305
2015/08/25,1,256,1,312,1,234,1,236,2,694,000,1,236
2015/08/26,1,238,1,303,1,237,1,291,2,638,000,1,291
2015/08/27,1,326,1,344,1,311,1,323,1,695,000,1,323
2015/08/28,1,352,1,357,1,315,1,324,1,606,000,1,324
2015/08/31,1,320,1,320,1,271,1,294,2,251,000,1,294
2015/09/01,1,299,1,316,1,258,1,258,1,614,000,1,258
2015/09/02,1,237,1,293,1,237,1,267,1,448,000,1,267
2015/09/03,1,269,1,289,1,261,1,264,1,303,000,1,264
2015/09/04,1,275,1,275,1,223,1,234,1,376,000,1,234
2015/09/07,1,213,1,254,1,204,1,237,1,028,000,1,237
2015/09/08,1,243,1,243,1,197,1,199,948,000,1,199
2015/09/09,1,244,1,280,1,237,1,279,1,674,000,1,279
2015/09/10,1,252,1,269,1,231,1,264,1,712,000,1,264
2015/09/11,1,244,1,287,1,243,1,280,3,077,000,1,280
2015/09/14,1,291,1,302,1,272,1,280,1,180,000,1,280
2015/09/15,1,305,1,331,1,290,1,308,1,704,000,1,308
2015/09/16,1,325,1,333,1,304,1,316,1,684,000,1,316
2015/09/17,1,333,1,333,1,288,1,304,1,368,000,1,304
2015/09/18,1,295,1,301,1,280,1,280,1,368,000,1,280
2015/09/24,1,269,1,287,1,247,1,247,1,512,000,1,247
2015/09/25,1,247,1,291,1,243,1,291,3,596,000,1,291
