2011/06/03,82,82,79,79,153,000,79
2011/06/06,79,81,77,78,278,000,78
2011/06/07,77,80,77,80,147,000,80
2011/06/08,79,80,77,78,171,000,78
2011/06/09,78,79,76,79,292,000,79
2011/06/10,79,79,78,78,157,000,78
2011/06/13,78,83,77,83,355,000,83
2011/06/14,82,83,81,82,298,000,82
2011/06/15,82,83,81,83,179,000,83
2011/06/16,82,83,81,82,102,000,82
2011/06/17,82,82,79,79,171,000,79
2011/06/20,78,82,78,81,168,000,81
2011/06/21,81,86,81,85,646,000,85
2011/06/22,84,85,83,84,204,000,84
2011/06/23,84,88,83,88,605,000,88
2011/06/24,87,91,85,89,804,000,89
2011/06/27,89,90,86,87,425,000,87
2011/06/28,87,87,85,85,332,000,85
2011/06/29,85,87,85,87,55,000,87
2011/06/30,87,87,85,87,296,000,87
2015/08/24,285,294,255,256,15,230,000,256
2015/08/25,249,278,238,258,14,014,000,258
2015/08/26,271,289,265,287,10,997,000,287
2015/08/27,298,333,295,332,46,611,000,332
2015/08/28,337,338,314,327,38,739,000,327
2015/08/31,324,330,313,330,12,691,000,330
2015/09/01,330,351,325,331,38,334,000,331
2015/09/02,321,334,312,317,14,108,000,317
2015/09/03,328,330,308,310,10,146,000,310
2015/09/04,307,323,301,311,11,277,000,311
2015/09/07,306,309,287,289,9,024,000,289
2015/09/08,293,297,283,284,7,739,000,284
2015/09/09,300,303,291,303,4,721,000,303
2015/09/10,295,325,293,325,7,596,000,325
2015/09/11,320,333,316,327,7,207,000,327
2015/09/14,329,342,322,330,7,565,000,330
2015/09/15,332,333,306,306,6,393,000,306
2015/09/16,310,314,301,310,4,821,000,310
2015/09/17,307,325,303,323,6,048,000,323
2015/09/18,318,330,316,323,5,377,000,323
2015/09/24,317,331,316,323,4,276,000,323
2015/09/25,335,341,322,332,6,644,000,332
