2015/08/24,1,690,1,775,1,660,1,683,690,800,1,683
2015/08/25,1,603,1,783,1,512,1,659,751,300,1,659
2015/08/26,1,669,1,750,1,586,1,731,494,400,1,731
2015/08/27,1,759,1,975,1,740,1,882,787,000,1,882
2015/08/28,2,000,2,000,1,840,1,888,621,400,1,888
2015/08/31,1,968,2,066,1,917,1,957,660,700,1,957
2015/09/01,1,917,2,022,1,885,1,900,374,000,1,900
2015/09/02,1,849,2,142,1,842,2,096,1,440,600,2,096
2015/09/03,2,164,2,250,2,055,2,102,1,005,400,2,102
2015/09/04,2,120,2,180,1,881,1,915,675,300,1,915
2015/09/07,1,900,2,029,1,872,1,894,417,700,1,894
2015/09/08,1,919,1,962,1,859,1,870,331,000,1,870
2015/09/09,1,950,2,025,1,935,2,003,406,600,2,003
2015/09/10,1,970,2,099,1,915,2,098,272,800,2,098
2015/09/11,2,098,2,285,2,031,2,258,740,100,2,258
2015/09/14,2,257,2,321,2,145,2,166,530,300,2,166
2015/09/15,2,140,2,247,2,070,2,102,325,500,2,102
2015/09/16,2,150,2,171,2,030,2,059,254,900,2,059
2015/09/17,2,059,2,145,1,957,2,130,487,700,2,130
2015/09/18,2,119,2,235,2,070,2,199,457,600,2,199
2015/09/24,2,159,2,220,2,115,2,175,306,000,2,175
2015/09/25,2,199,2,245,2,032,2,125,344,400,2,125
