2011/06/03,789,795,780,782,4,600,391
2011/06/13,768,771,763,770,2,800,385
2011/06/14,772,773,766,770,2,400,385
2011/06/15,778,788,770,780,10,400,390
2011/06/17,783,783,780,780,5,900,390
2011/06/21,789,798,788,796,4,100,398
2011/06/22,800,804,796,804,4,600,402
2011/06/24,803,809,800,802,3,800,401
2011/06/28,823,823,805,810,5,000,405
2011/06/29,810,814,805,810,4,200,405
2015/08/24,955,962,913,914,26,600,914
2015/08/25,854,937,839,879,28,000,879
2015/08/26,896,934,896,930,12,000,930
2015/08/27,957,958,947,947,8,900,947
2015/08/28,969,975,967,968,4,000,968
2015/08/31,973,984,971,982,8,400,982
2015/09/01,982,985,958,958,8,900,958
2015/09/02,920,952,908,939,7,600,939
2015/09/03,942,955,941,941,4,800,941
2015/09/04,953,953,910,921,6,100,921
2015/09/07,920,920,903,908,6,400,908
2015/09/08,908,908,893,893,8,500,893
2015/09/09,905,919,905,919,5,900,919
2015/09/10,910,924,904,923,9,400,923
2015/09/11,910,925,910,917,10,400,917
2015/09/14,921,922,913,913,6,600,913
2015/09/15,920,922,913,913,5,500,913
2015/09/16,913,921,913,919,5,900,919
2015/09/17,918,929,917,926,4,500,926
2015/09/18,926,926,917,919,10,200,919
2015/09/24,919,929,917,919,13,900,919
2015/09/25,932,937,919,937,31,800,937
2015/09/28,970,990,966,977,34,400,977
2015/09/29,992,998,978,995,24,200,995
2015/09/30,999,1,001,983,1,000,17,300,1,000
2015/10/01,1,000,1,000,982,982,10,100,982
2015/10/02,990,990,963,986,14,000,986
2015/10/05,985,990,972,977,6,400,977
2015/10/06,990,990,979,979,5,500,979
2015/10/07,979,986,976,984,2,800,984
2015/10/08,984,984,965,970,5,600,970
2015/10/09,970,970,950,969,8,000,969
