2011/02/22,3,440,3,495,3,440,3,495,90,3,495
2011/02/23,3,380,3,380,3,380,3,380,30,3,380
2011/03/02,3,385,3,495,3,385,3,495,70,3,495
2011/03/03,3,500,3,500,3,500,3,500,200,3,500
2011/03/08,3,740,3,740,3,740,3,740,50,3,740
2011/03/09,3,470,3,470,3,470,3,470,50,3,470
2011/03/14,3,645,3,715,3,645,3,715,340,3,715
2011/03/15,3,605,3,675,3,605,3,675,170,3,675
2011/03/18,3,305,3,305,3,305,3,305,10,3,305
2011/03/24,3,500,3,500,3,500,3,500,100,3,500
2011/03/25,3,500,3,500,3,500,3,500,30,3,500
2011/03/30,3,505,3,505,3,505,3,505,150,3,505
2011/03/31,3,700,3,700,3,700,3,700,10,3,700
2011/04/04,3,700,3,750,3,700,3,750,70,3,750
2011/04/05,3,865,3,865,3,795,3,795,30,3,795
2011/04/13,3,980,3,980,3,980,3,980,20,3,980
2011/05/06,3,780,3,780,3,780,3,780,300,3,780
2011/05/25,3,490,3,490,3,490,3,490,10,3,490
2011/05/27,3,445,3,445,3,445,3,445,10,3,445
2011/06/01,3,660,3,660,3,660,3,660,10,3,660
2015/03/19,3,225,3,225,3,225,3,225,52,3,225
2015/05/01,3,500,3,500,3,500,3,500,10,3,500
2015/05/07,4,775,4,775,4,775,4,775,110,4,775
2015/05/08,4,845,4,845,4,845,4,845,80,4,845
2015/05/11,4,685,4,685,4,685,4,685,43,4,685
2015/05/12,4,680,4,680,4,680,4,680,106,4,680
2015/05/13,4,340,4,340,4,340,4,340,62,4,340
2015/05/15,4,245,4,245,3,615,3,615,12,3,615
2015/05/18,3,645,3,645,3,645,3,645,1,3,645
2015/06/01,4,505,4,505,4,500,4,500,22,4,500
2015/06/02,4,390,4,390,4,085,4,085,600,4,085
2015/06/03,4,790,4,790,3,725,3,795,191,3,795
2015/06/08,3,745,3,745,3,745,3,745,50,3,745
2015/06/26,3,920,4,110,3,920,4,110,120,4,110
2015/06/30,3,480,3,480,3,480,3,480,1,3,480
2015/07/14,3,940,3,940,3,940,3,940,30,3,940
2015/07/15,3,900,3,900,3,900,3,900,21,3,900
2015/07/21,3,440,3,440,3,440,3,440,1,3,440
2015/08/25,2,580,2,902,2,580,2,902,12,2,902
2015/09/02,4,085,4,085,3,700,3,700,20,3,700
