2011/06/03,1,566,1,576,1,553,1,556,1,800,000,1,556
2011/06/06,1,550,1,556,1,533,1,533,1,649,600,1,533
2011/06/07,1,528,1,550,1,522,1,534,2,786,400,1,534
2011/06/08,1,530,1,532,1,518,1,531,1,765,100,1,531
2011/06/09,1,530,1,539,1,520,1,535,1,723,100,1,535
2011/06/10,1,559,1,578,1,550,1,576,5,537,800,1,576
2011/06/13,1,556,1,561,1,538,1,553,1,260,300,1,553
2011/06/14,1,548,1,570,1,546,1,564,976,000,1,564
2011/06/15,1,561,1,564,1,543,1,560,1,436,400,1,560
2011/06/16,1,544,1,556,1,536,1,540,1,323,200,1,540
2011/06/17,1,537,1,542,1,516,1,522,2,311,300,1,522
2011/06/20,1,510,1,527,1,510,1,521,1,708,900,1,521
2011/06/21,1,532,1,537,1,521,1,532,1,153,400,1,532
2011/06/22,1,530,1,560,1,529,1,551,1,773,000,1,551
2011/06/23,1,540,1,560,1,539,1,551,1,022,700,1,551
2011/06/24,1,561,1,577,1,553,1,561,1,525,100,1,561
2011/06/27,1,551,1,558,1,530,1,534,1,559,500,1,534
2011/06/28,1,549,1,557,1,539,1,542,966,800,1,542
2011/06/29,1,561,1,569,1,556,1,564,1,584,800,1,564
2011/06/30,1,578,1,578,1,556,1,569,2,029,400,1,569
2015/08/26,2,216,2,243,2,153,2,220,5,591,500,2,220
2015/09/04,2,248,2,255,2,170,2,200,2,937,200,2,200
2015/09/07,2,180,2,220,2,150,2,189,2,336,200,2,189
2015/09/10,2,230,2,235,2,181,2,206,3,256,700,2,206
