2011/06/01,545,545,522,540,600,540
2011/06/02,521,522,519,519,4,100,519
2011/06/03,516,516,511,511,1,500,511
2011/06/06,513,534,511,534,2,200,534
2011/06/08,530,530,520,520,1,100,520
2011/06/09,521,521,521,521,100,521
2011/06/10,522,522,522,522,100,522
2011/06/14,518,523,517,523,1,600,523
2011/06/15,523,530,523,530,1,600,530
2011/06/16,528,528,528,528,100,528
2011/06/17,518,518,515,518,2,200,518
2011/06/20,529,529,515,515,1,800,515
2011/06/21,522,523,522,523,2,800,523
2011/06/22,523,525,520,521,2,900,521
2011/06/23,527,529,518,528,2,900,528
2011/06/24,525,526,520,522,5,600,522
2011/06/27,520,520,510,510,12,000,510
2011/06/28,514,516,504,514,5,800,514
2011/06/29,510,514,510,514,600,514
2011/06/30,514,521,514,521,2,500,521
2015/08/24,962,965,920,921,16,400,921
2015/08/25,894,920,878,892,26,300,892
2015/08/26,935,965,917,926,11,800,926
2015/08/27,940,951,934,939,4,800,939
2015/08/28,950,953,940,953,4,100,953
2015/08/31,945,958,945,947,1,900,947
2015/09/01,947,947,923,925,8,600,925
2015/09/02,915,925,901,909,17,500,909
2015/09/03,920,927,910,915,7,100,915
2015/09/04,915,930,915,920,10,200,920
2015/09/07,890,915,890,909,5,200,909
2015/09/08,902,902,893,894,3,500,894
2015/09/09,906,906,901,906,18,800,906
2015/09/10,892,913,892,912,9,700,912
2015/09/11,906,925,906,918,6,400,918
2015/09/14,925,950,922,932,15,300,932
2015/09/15,952,952,933,935,3,600,935
2015/09/16,950,950,937,940,3,200,940
2015/09/17,948,954,945,945,5,500,945
2015/09/18,950,950,940,943,3,100,943
2015/09/24,929,929,905,908,7,000,908
2015/09/25,906,921,906,914,8,400,914
2015/09/28,944,944,914,924,9,600,924
2015/09/29,920,921,898,898,8,800,898
2015/09/30,911,922,905,922,5,300,922
2015/10/01,927,927,903,916,4,800,916
2015/10/02,906,933,906,933,13,400,933
2015/10/05,934,943,922,927,3,800,927
2015/10/06,942,942,936,941,3,000,941
2015/10/07,940,942,936,942,3,400,942
2015/10/08,943,943,921,934,3,200,934
2015/10/09,943,948,935,948,5,400,948
