2011/06/03,18,19,18,18,185,000,18
2011/06/06,18,19,17,18,304,000,18
2011/06/07,18,18,17,18,291,000,18
2011/06/08,18,18,17,17,127,000,17
2011/06/09,17,17,17,17,170,000,17
2011/06/10,17,18,17,17,54,000,17
2011/06/13,17,17,17,17,148,000,17
2011/06/14,17,17,17,17,160,000,17
2011/06/15,17,18,17,17,284,000,17
2011/06/16,17,17,17,17,52,000,17
2011/06/17,17,17,16,17,330,000,17
2011/06/20,17,17,16,17,68,000,17
2011/06/21,17,17,17,17,56,000,17
2011/06/22,17,17,16,16,155,000,16
2011/06/23,17,18,17,18,398,000,18
2011/06/24,18,18,17,18,380,000,18
2011/06/27,18,18,17,18,210,000,18
2011/06/28,17,18,17,17,241,000,17
2011/06/29,18,18,17,17,161,000,17
2011/06/30,17,19,17,19,369,000,19
2015/08/24,40,40,36,36,10,202,000,36
2015/08/25,32,38,31,35,5,701,000,35
2015/08/26,36,37,35,37,2,712,000,37
2015/08/27,37,38,36,37,7,475,000,37
2015/08/28,38,39,37,37,6,286,000,37
2015/08/31,38,38,37,38,8,836,000,38
2015/09/01,37,38,36,36,11,151,000,36
2015/09/02,35,36,33,35,9,475,000,35
2015/09/03,36,36,35,35,6,962,000,35
2015/09/04,36,36,34,34,13,156,000,34
2015/09/07,34,35,32,33,9,649,000,33
2015/09/08,34,34,32,33,9,213,000,33
2015/09/09,35,36,33,35,9,448,000,35
2015/09/10,35,35,33,34,9,922,000,34
2015/09/11,34,35,34,35,5,124,000,35
2015/09/14,35,35,34,34,10,503,000,34
2015/09/15,34,35,34,34,6,706,000,34
2015/09/16,35,35,34,34,7,964,000,34
2015/09/17,34,35,34,34,7,154,000,34
2015/09/18,34,34,33,33,7,268,000,33
2015/09/24,33,34,32,34,8,872,000,34
2015/09/25,33,34,33,34,5,104,000,34
2015/09/28,33,34,33,34,6,451,000,34
2015/09/29,33,34,32,33,7,228,000,33
2015/09/30,34,34,33,34,5,316,000,34
2015/10/01,34,34,33,34,14,043,000,34
2015/10/02,34,36,34,36,16,258,000,36
2015/10/05,36,37,36,37,10,686,000,37
2015/10/06,37,38,36,36,15,385,000,36
2015/10/07,37,38,36,38,14,621,000,38
