2011/06/03,149,600,150,000,149,300,149,300,40,149,300
2011/06/06,149,300,149,300,148,100,148,500,37,148,500
2011/06/07,148,100,148,100,148,000,148,000,25,148,000
2011/06/08,148,500,148,500,148,000,148,000,46,148,000
2011/06/09,147,800,147,800,147,500,147,800,20,147,800
2011/06/10,147,700,147,700,147,300,147,400,16,147,400
2011/06/13,147,400,149,900,147,400,149,900,38,149,900
2011/06/14,149,900,149,900,147,900,149,900,7,149,900
2011/06/15,148,000,148,100,147,800,147,800,65,147,800
2011/06/16,147,500,148,000,147,000,147,000,32,147,000
2011/06/17,148,700,148,800,147,000,147,000,32,147,000
2011/06/20,149,500,149,500,148,000,148,000,33,148,000
2011/06/21,148,500,148,500,148,000,148,000,16,148,000
2011/06/22,149,300,149,300,147,600,148,000,38,148,000
2011/06/23,148,000,149,000,147,600,149,000,24,149,000
2011/06/24,149,300,149,900,148,600,149,900,77,149,900
2011/06/27,149,900,150,000,149,700,150,000,36,150,000
2011/06/28,149,700,150,000,149,500,149,700,99,149,700
2011/06/29,149,700,150,000,149,700,150,000,39,150,000
2011/06/30,150,000,150,000,149,500,149,500,200,149,500
2015/08/24,223,500,224,000,218,000,221,800,922,221,800
2015/08/25,217,000,224,500,215,000,221,000,478,221,000
2015/08/26,220,200,224,000,220,200,223,900,162,223,900
2015/08/27,224,100,225,000,224,100,224,100,103,224,100
2015/08/28,223,900,225,100,223,900,224,000,214,224,000
2015/08/31,224,200,224,500,223,900,223,900,127,223,900
2015/09/01,224,400,224,500,223,800,224,000,197,224,000
2015/09/02,223,800,224,400,223,000,223,900,237,223,900
2015/09/03,223,800,223,800,222,200,222,800,92,222,800
2015/09/04,222,100,224,000,222,000,222,200,281,222,200
2015/09/07,221,000,221,800,220,300,220,700,151,220,700
2015/09/08,220,200,222,300,218,600,219,600,380,219,600
2015/09/09,219,000,224,000,219,000,220,200,242,220,200
2015/09/10,219,500,222,900,219,500,220,000,64,220,000
2015/09/11,220,100,221,400,219,600,219,600,112,219,600
2015/09/14,219,600,220,900,219,200,219,400,63,219,400
2015/09/15,220,000,222,400,220,000,221,300,120,221,300
2015/09/16,221,000,222,700,220,100,221,300,65,221,300
2015/09/17,221,100,222,500,220,500,220,600,120,220,600
2015/09/18,223,200,223,200,220,200,220,200,124,220,200
2015/09/24,220,100,223,800,220,100,223,300,233,223,300
2015/09/25,223,100,223,300,222,500,223,000,351,223,000
2015/09/28,220,300,221,300,220,200,220,500,125,220,500
2015/09/29,220,900,220,900,219,500,220,900,154,220,900
2015/09/30,221,000,221,000,220,000,220,400,66,220,400
2015/10/01,220,000,220,900,219,500,220,100,46,220,100
2015/10/02,220,800,220,800,219,600,220,200,47,220,200
2015/10/05,219,900,220,800,219,500,219,900,96,219,900
2015/10/06,219,900,220,200,219,800,219,900,44,219,900
2015/10/07,219,600,220,800,219,500,219,900,78,219,900
2015/10/08,220,000,220,500,219,700,220,000,37,220,000
2015/10/09,219,800,221,000,219,600,220,100,110,220,100
