2015/08/24,3,955,3,980,3,470,3,495,63,100,3,495
2015/08/25,3,145,3,675,3,120,3,315,70,400,3,315
2015/08/26,3,320,3,590,3,320,3,550,36,700,3,550
2015/08/27,3,640,3,690,3,575,3,620,25,200,3,620
2015/08/28,4,320,4,320,4,320,4,320,5,900,4,320
2015/08/31,4,755,4,975,4,615,4,800,198,500,4,800
2015/09/01,4,770,4,770,4,410,4,415,54,000,4,415
2015/09/02,4,205,4,920,4,205,4,530,94,300,4,530
2015/09/03,4,800,4,820,4,650,4,715,46,900,4,715
2015/09/04,4,700,5,420,4,510,5,420,257,800,5,420
2015/09/07,5,700,6,320,5,100,5,220,826,900,5,220
2015/09/08,5,120,5,280,4,545,4,705,253,600,4,705
2015/09/09,4,915,5,410,4,815,5,180,246,000,5,180
2015/09/10,4,980,5,240,4,960,5,220,114,400,5,220
2015/09/11,5,110,5,220,5,010,5,130,60,700,5,130
2015/09/14,5,020,5,050,4,640,4,755,113,600,4,755
2015/09/15,4,700,4,830,4,635,4,650,37,400,4,650
2015/09/16,4,790,4,850,4,615,4,615,51,600,4,615
2015/09/17,4,610,4,830,4,550,4,800,69,400,4,800
2015/09/18,4,700,4,750,4,630,4,635,28,900,4,635
2015/09/24,4,535,4,585,4,430,4,480,32,700,4,480
2015/09/25,4,340,4,450,4,255,4,365,51,200,4,365
2015/09/28,4,305,4,555,4,305,4,480,20,600,4,480
2015/09/29,4,305,4,370,4,170,4,200,29,400,4,200
2015/09/30,4,250,4,375,4,250,4,370,15,600,4,370
2015/10/01,4,400,4,485,4,230,4,305,28,000,4,305
2015/10/02,4,350,4,610,4,295,4,570,30,800,4,570
2015/10/05,4,570,4,580,4,480,4,560,27,200,4,560
2015/10/06,4,525,4,655,4,525,4,530,23,900,4,530
2015/10/07,4,600,4,665,4,540,4,540,35,600,4,540
2015/10/08,4,640,4,660,4,450,4,465,25,500,4,465
