2011/06/03,232,232,231,231,500,231
2011/06/06,230,230,219,219,1,200,219
2011/06/07,219,225,219,225,400,225
2011/06/08,223,223,223,223,100,223
2011/06/09,228,230,227,230,2,800,230
2011/06/10,230,230,229,230,2,100,230
2011/06/13,231,305,230,230,186,200,230
2011/06/14,242,242,228,236,23,400,236
2011/06/15,237,237,229,229,12,900,229
2011/06/16,231,235,230,231,5,100,231
2011/06/17,231,233,229,229,3,000,229
2011/06/20,229,229,225,225,5,400,225
2011/06/21,225,229,225,229,4,000,229
2011/06/22,230,231,224,230,9,500,230
2011/06/23,231,231,227,227,4,600,227
2011/06/24,228,233,228,231,6,800,231
2011/06/27,232,236,232,233,10,100,233
2011/06/28,235,239,232,239,7,100,239
2011/06/29,239,268,238,255,21,800,255
2011/06/30,269,278,258,273,42,100,273
2015/08/24,651,656,561,590,62,400,590
2015/08/25,540,620,501,547,111,500,547
2015/08/26,550,599,550,599,32,200,599
2015/08/27,598,625,589,606,47,900,606
2015/08/28,602,624,590,616,49,200,616
2015/08/31,636,668,622,667,27,400,667
2015/09/01,647,657,605,620,36,700,620
2015/09/02,591,620,591,608,14,300,608
2015/09/03,615,626,602,606,9,900,606
2015/09/04,607,608,551,600,32,400,600
2015/09/07,593,597,571,583,18,200,583
2015/09/08,583,586,566,566,10,900,566
2015/09/09,600,620,600,615,13,400,615
2015/09/10,615,617,594,611,13,700,611
2015/09/11,611,640,611,633,17,900,633
2015/09/14,631,648,581,619,40,600,619
2015/09/15,582,597,574,575,40,900,575
2015/09/16,583,584,538,546,23,500,546
2015/09/17,551,563,545,546,20,700,546
2015/09/18,545,546,534,537,11,500,537
2015/09/24,537,537,530,536,7,900,536
2015/09/25,536,545,536,537,3,700,537
