2015/08/24,24,460,24,480,24,110,24,140,454,24,140
2015/08/25,23,640,24,380,23,640,23,820,486,23,820
2015/08/26,23,590,23,850,23,590,23,810,247,23,810
2015/08/27,23,950,23,950,23,810,23,890,297,23,890
2015/08/28,23,910,23,950,23,870,23,950,38,23,950
2015/08/31,24,170,24,170,24,010,24,040,62,24,040
2015/09/01,23,940,24,020,23,930,23,930,54,23,930
2015/09/02,23,800,23,900,23,800,23,900,187,23,900
2015/09/03,23,900,23,950,23,790,23,940,102,23,940
2015/09/04,23,940,23,940,23,770,23,770,51,23,770
2015/09/07,23,660,23,900,23,660,23,810,112,23,810
2015/09/08,23,900,23,900,23,660,23,660,24,23,660
2015/09/09,23,960,23,960,23,910,23,930,15,23,930
2015/09/10,23,960,23,990,23,860,23,920,33,23,920
2015/09/11,23,920,23,920,23,880,23,880,23,23,880
2015/09/14,24,110,24,110,23,880,23,880,17,23,880
2015/09/15,23,990,23,990,23,830,23,830,38,23,830
2015/09/16,23,930,23,930,23,810,23,810,83,23,810
2015/09/17,23,800,23,840,23,800,23,840,74,23,840
2015/09/18,23,840,23,870,23,840,23,850,79,23,850
2015/09/24,23,930,23,930,23,860,23,860,14,23,860
2015/09/25,23,930,23,990,23,930,23,970,27,23,970
