2011/06/03,326,334,326,334,600,334
2011/06/06,326,326,323,323,1,200,323
2011/06/07,324,324,323,323,1,400,323
2011/06/08,321,330,315,330,2,200,330
2011/06/09,330,350,330,350,4,000,350
2011/06/10,350,354,337,337,3,000,337
2011/06/13,330,347,330,340,3,400,340
2011/06/14,340,340,330,333,3,000,333
2011/06/15,334,338,334,338,400,338
2011/06/16,338,340,338,340,800,340
2011/06/17,340,345,328,328,2,200,328
2011/06/20,338,370,338,370,7,600,370
2011/06/21,367,368,354,354,5,600,354
2011/06/22,369,372,369,370,3,400,370
2011/06/23,370,370,363,363,2,200,363
2011/06/24,370,370,365,369,3,000,369
2011/06/27,369,369,361,365,4,600,365
2011/06/28,369,372,369,369,4,000,369
2011/06/29,369,373,369,373,5,400,373
2011/06/30,385,385,369,369,6,200,369
2015/08/24,575,575,525,525,30,300,525
2015/08/25,496,520,448,469,30,800,469
2015/08/26,477,504,477,495,20,000,495
2015/08/27,509,525,504,519,9,400,519
2015/08/28,535,565,534,559,25,700,559
2015/08/31,569,569,546,553,4,200,553
2015/09/01,553,570,542,542,5,700,542
2015/09/02,525,547,515,523,13,000,523
2015/09/03,553,553,529,538,3,600,538
2015/09/04,540,540,513,513,11,200,513
2015/09/07,505,530,500,503,5,000,503
2015/09/08,490,503,485,488,4,900,488
2015/09/09,500,516,496,501,19,700,501
2015/09/10,503,503,490,500,4,400,500
2015/09/11,500,520,495,520,5,600,520
2015/09/14,512,520,506,509,5,300,509
2015/09/15,509,516,509,515,1,000,515
2015/09/16,510,511,495,497,11,400,497
2015/09/17,483,508,483,495,13,700,495
2015/09/18,491,494,485,494,13,400,494
2015/09/24,495,504,491,491,5,500,491
2015/09/25,499,499,491,492,1,500,492
2015/09/28,493,499,493,495,3,400,495
2015/09/29,490,490,481,485,8,700,485
2015/09/30,490,490,482,488,2,800,488
2015/10/01,488,493,475,475,7,000,475
2015/10/02,476,495,476,493,11,600,493
2015/10/05,493,493,488,490,3,100,490
2015/10/06,495,495,485,487,14,700,487
2015/10/07,489,541,489,524,46,400,524
2015/10/08,526,548,522,543,20,400,543
2015/10/09,546,600,546,559,56,100,559
