2011/06/03,35,35,33,33,774,000,33
2011/06/06,33,34,33,33,149,000,33
2011/06/07,33,34,33,33,135,000,33
2011/06/08,33,35,33,34,327,000,34
2011/06/09,34,35,33,34,280,000,34
2011/06/10,34,34,33,34,177,000,34
2011/06/13,34,34,33,33,69,000,33
2011/06/14,34,34,33,34,113,000,34
2011/06/15,34,34,32,33,766,000,33
2011/06/16,33,33,32,33,336,000,33
2011/06/17,33,34,32,32,145,000,32
2011/06/20,33,34,32,34,203,000,34
2011/06/21,33,34,33,34,85,000,34
2011/06/22,34,35,33,35,284,000,35
2011/06/23,34,34,33,33,117,000,33
2011/06/24,34,34,33,33,62,000,33
2011/06/27,33,34,32,33,551,000,33
2011/06/28,33,34,33,34,92,000,34
2011/06/29,34,34,33,33,69,000,33
2011/06/30,33,35,33,34,580,000,34
2015/08/24,83,87,73,74,14,727,000,74
2015/08/25,76,82,71,78,11,620,000,78
2015/08/26,78,82,77,80,7,086,000,80
2015/08/27,80,82,77,77,7,023,000,77
2015/08/28,78,81,78,80,3,873,000,80
2015/08/31,79,83,78,80,3,574,000,80
2015/09/01,80,82,75,76,4,738,000,76
2015/09/02,76,77,75,76,1,684,000,76
2015/09/03,77,80,74,78,5,759,000,78
2015/09/04,78,81,73,73,6,613,000,73
2015/09/07,72,73,70,70,3,561,000,70
2015/09/08,70,71,64,65,3,731,000,65
2015/09/09,69,70,67,68,3,384,000,68
2015/09/10,68,72,66,70,3,978,000,70
2015/09/11,69,71,68,69,2,673,000,69
2015/09/14,68,73,68,70,4,838,000,70
2015/09/15,70,78,68,77,8,919,000,77
2015/09/16,77,81,72,77,25,046,000,77
2015/09/17,77,78,70,71,9,461,000,71
2015/09/18,70,70,68,68,3,541,000,68
2015/09/24,67,67,65,65,2,542,000,65
2015/09/25,66,68,65,67,2,218,000,67
2015/09/28,67,70,66,68,2,090,000,68
2015/09/29,67,68,64,65,2,416,000,65
2015/09/30,65,66,65,65,992,000,65
2015/10/01,66,69,65,66,2,881,000,66
2015/10/02,67,67,65,67,1,415,000,67
2015/10/05,67,71,66,68,5,362,000,68
2015/10/06,69,70,67,68,3,478,000,68
2015/10/07,70,73,69,71,6,786,000,71
2015/10/08,70,71,69,69,2,164,000,69
