2011/06/03,69,300,69,800,68,800,68,900,8,689
2011/06/06,69,000,69,000,68,600,69,000,18,690
2011/06/07,68,600,68,700,68,600,68,700,9,687
2011/06/08,68,100,69,200,68,100,69,200,23,692
2011/06/09,69,100,70,200,68,700,70,000,82,700
2011/06/10,70,000,71,000,70,000,70,900,42,709
2011/06/13,70,000,74,600,70,000,74,300,127,743
2011/06/14,74,500,76,900,74,500,76,800,91,768
2011/06/15,77,900,83,000,77,000,80,300,230,803
2011/06/16,79,500,84,000,77,100,79,500,171,795
2011/06/17,78,000,80,000,77,000,80,000,76,800
2011/06/20,81,900,82,000,78,500,81,800,31,818
2011/06/21,82,500,83,500,82,200,83,000,163,830
2011/06/22,83,500,84,400,83,300,83,800,152,838
2011/06/23,83,900,85,200,83,600,85,200,93,852
2011/06/24,85,800,85,800,82,400,83,400,84,834
2011/06/27,82,800,84,500,82,800,84,500,40,845
2011/06/28,83,500,84,000,81,000,82,100,69,821
2011/06/29,83,000,83,700,80,800,81,700,57,817
2011/06/30,80,700,83,300,80,600,82,100,94,821
2015/08/24,1,400,1,407,1,356,1,376,12,500,1,376
2015/08/25,1,160,1,350,1,102,1,276,26,900,1,276
2015/08/26,1,326,1,340,1,298,1,340,7,300,1,340
2015/08/27,1,380,1,440,1,349,1,395,9,000,1,395
2015/08/28,1,415,1,422,1,409,1,413,6,100,1,413
2015/08/31,1,414,1,415,1,400,1,406,8,200,1,406
2015/09/01,1,414,1,420,1,404,1,404,7,700,1,404
2015/09/02,1,379,1,401,1,351,1,391,3,800,1,391
2015/09/03,1,400,1,400,1,350,1,383,3,400,1,383
2015/09/04,1,361,1,361,1,301,1,328,5,200,1,328
2015/09/07,1,282,1,315,1,272,1,309,10,000,1,309
2015/09/08,1,300,1,317,1,276,1,297,10,800,1,297
2015/09/09,1,312,1,322,1,310,1,322,5,800,1,322
2015/09/10,1,318,1,333,1,315,1,333,2,500,1,333
2015/09/11,1,333,1,345,1,322,1,338,3,000,1,338
2015/09/14,1,338,1,348,1,338,1,347,2,900,1,347
2015/09/15,1,340,1,349,1,340,1,343,3,100,1,343
2015/09/16,1,345,1,349,1,338,1,346,5,700,1,346
2015/09/17,1,346,1,354,1,346,1,354,4,200,1,354
2015/09/18,1,354,1,354,1,342,1,342,8,000,1,342
2015/09/24,1,340,1,350,1,340,1,344,15,600,1,344
2015/09/25,1,338,1,354,1,338,1,345,57,800,1,345
2015/09/28,1,274,1,276,1,235,1,235,25,900,1,235
2015/09/29,1,211,1,228,1,200,1,207,6,800,1,207
2015/09/30,1,207,1,208,1,198,1,201,5,900,1,201
2015/10/01,1,201,1,213,1,201,1,212,3,800,1,212
2015/10/02,1,212,1,223,1,210,1,223,1,600,1,223
2015/10/05,1,234,1,250,1,230,1,235,1,100,1,235
2015/10/06,1,260,1,260,1,235,1,241,4,900,1,241
2015/10/07,1,255,1,261,1,240,1,252,2,500,1,252
2015/10/08,1,267,1,267,1,256,1,265,3,200,1,265
2015/10/09,1,260,1,320,1,258,1,310,8,500,1,310
