2015/08/24,13,980,13,980,13,430,13,490,437,13,490
2015/08/25,13,020,13,500,13,020,13,220,646,13,220
2015/08/26,12,970,13,490,12,950,13,430,780,13,430
2015/08/27,13,590,13,610,13,550,13,550,70,13,550
2015/08/28,13,760,13,920,13,700,13,700,44,13,700
2015/08/31,13,760,13,850,13,610,13,840,300,13,840
2015/09/01,13,810,13,810,13,700,13,700,29,13,700
2015/09/02,13,500,13,680,13,500,13,680,101,13,680
2015/09/03,13,780,13,780,13,710,13,710,4,13,710
2015/09/04,13,670,13,670,13,330,13,330,36,13,330
2015/09/07,13,360,13,480,13,220,13,270,237,13,270
2015/09/08,13,680,13,680,13,520,13,520,63,13,520
2015/09/09,13,900,13,900,13,890,13,890,11,13,890
2015/09/10,13,700,13,820,13,700,13,800,16,13,800
2015/09/11,13,800,13,800,13,790,13,790,14,13,790
2015/09/14,13,880,14,020,13,840,13,840,29,13,840
2015/09/15,13,870,13,870,13,730,13,800,23,13,800
2015/09/16,13,950,13,950,13,840,13,900,2,178,13,900
2015/09/17,14,100,14,180,14,090,14,180,73,14,180
2015/09/18,14,000,14,110,14,000,14,110,27,14,110
2015/09/24,13,750,13,750,13,520,13,570,84,13,570
2015/09/25,13,610,13,630,13,470,13,470,41,13,470
2015/09/28,13,360,13,380,13,210,13,370,34,13,370
2015/09/29,13,070,13,070,12,920,12,930,78,12,930
2015/09/30,12,950,12,950,12,910,12,930,26,12,930
2015/10/01,12,950,13,170,12,950,13,170,142,13,170
2015/10/02,13,120,13,150,13,020,13,030,41,13,030
2015/10/05,13,260,13,580,13,260,13,400,25,13,400
2015/10/06,13,480,13,510,13,480,13,510,3,13,510
2015/10/07,13,490,13,500,13,480,13,480,174,13,480
2015/10/08,13,900,13,900,13,900,13,900,1,13,900
2015/10/09,13,900,14,090,13,800,14,090,31,14,090
