2015/08/24,1,212,1,268,1,212,1,245,33,1,245
2015/08/25,1,125,1,242,1,125,1,205,218,1,205
2015/08/26,1,295,1,295,1,210,1,222,176,1,222
2015/08/27,1,293,1,293,1,233,1,240,13,1,240
2015/08/28,1,285,1,297,1,278,1,282,45,1,282
2015/08/31,1,298,1,298,1,265,1,287,54,1,287
2015/09/01,1,284,1,286,1,230,1,242,121,1,242
2015/09/02,1,263,1,263,1,213,1,213,247,1,213
2015/09/03,1,290,1,290,1,231,1,240,355,1,240
2015/09/04,1,252,1,340,1,185,1,197,740,1,197
2015/09/07,1,219,1,219,1,187,1,202,38,1,202
2015/09/08,1,200,1,212,1,181,1,189,100,1,189
2015/09/09,1,211,1,245,1,211,1,245,268,1,245
2015/09/10,1,211,1,228,1,205,1,224,81,1,224
2015/09/11,1,227,1,241,1,222,1,241,61,1,241
2015/09/14,1,234,1,234,1,215,1,215,55,1,215
2015/09/15,1,192,1,229,1,192,1,224,195,1,224
2015/09/16,1,234,1,240,1,229,1,229,4,1,229
2015/09/17,1,250,1,250,1,233,1,235,8,1,235
2015/09/18,1,245,1,245,1,217,1,218,39,1,218
2015/09/24,1,278,1,278,1,186,1,186,48,1,186
2015/09/25,1,251,1,251,1,186,1,200,40,1,200
2015/09/28,1,218,1,218,1,188,1,188,31,1,188
2015/09/29,1,177,1,177,1,154,1,155,38,1,155
2015/10/01,1,188,1,216,1,184,1,202,144,1,202
2015/10/02,1,211,1,216,1,201,1,216,65,1,216
2015/10/05,1,213,1,248,1,213,1,214,46,1,214
2015/10/06,1,230,1,249,1,230,1,240,15,1,240
2015/10/07,1,249,1,260,1,245,1,254,34,1,254
2015/10/08,1,255,1,268,1,253,1,253,11,1,253
