2011/06/03,1,316,1,330,1,297,1,298,1,395,000,1,298
2011/06/06,1,300,1,318,1,296,1,297,1,735,000,1,297
2011/06/07,1,301,1,328,1,295,1,319,1,929,000,1,319
2011/06/08,1,301,1,302,1,254,1,273,2,993,000,1,273
2011/06/09,1,274,1,289,1,263,1,284,1,440,000,1,284
2011/06/10,1,287,1,295,1,274,1,278,1,255,000,1,278
2011/06/13,1,270,1,284,1,264,1,280,1,091,000,1,280
2011/06/14,1,280,1,280,1,254,1,265,2,022,000,1,265
2011/06/15,1,265,1,284,1,256,1,282,1,553,000,1,282
2011/06/16,1,261,1,268,1,249,1,251,950,000,1,251
2011/06/17,1,253,1,257,1,221,1,229,1,799,000,1,229
2011/06/20,1,230,1,233,1,216,1,227,1,569,000,1,227
2011/06/21,1,228,1,257,1,223,1,253,1,522,000,1,253
2011/06/22,1,255,1,284,1,244,1,262,2,340,000,1,262
2011/06/23,1,260,1,301,1,258,1,294,2,970,000,1,294
2011/06/24,1,304,1,336,1,289,1,332,2,762,000,1,332
2011/06/27,1,332,1,332,1,312,1,315,1,903,000,1,315
2011/06/28,1,327,1,342,1,319,1,326,1,333,000,1,326
2011/06/29,1,335,1,345,1,332,1,343,985,000,1,343
2011/06/30,1,347,1,364,1,344,1,364,1,561,000,1,364
2015/08/24,1,525,1,540,1,495,1,502,2,965,900,1,502
2015/08/25,1,452,1,503,1,415,1,437,4,337,800,1,437
2015/08/26,1,438,1,469,1,419,1,467,3,133,800,1,467
2015/08/27,1,488,1,498,1,454,1,464,2,253,800,1,464
2015/08/28,1,524,1,530,1,501,1,521,2,858,600,1,521
2015/08/31,1,537,1,544,1,483,1,483,2,955,100,1,483
2015/09/01,1,450,1,469,1,404,1,405,3,674,000,1,405
2015/09/02,1,400,1,423,1,376,1,396,2,487,100,1,396
2015/09/03,1,414,1,435,1,402,1,403,1,510,700,1,403
2015/09/04,1,406,1,418,1,370,1,388,1,880,500,1,388
2015/09/07,1,387,1,420,1,380,1,412,1,757,300,1,412
2015/09/08,1,414,1,441,1,408,1,419,1,599,800,1,419
2015/09/09,1,462,1,486,1,453,1,486,2,165,900,1,486
2015/09/10,1,452,1,485,1,443,1,470,1,842,100,1,470
2015/09/11,1,457,1,470,1,447,1,454,1,415,800,1,454
2015/09/14,1,464,1,469,1,435,1,450,1,557,400,1,450
2015/09/15,1,458,1,481,1,444,1,446,1,204,900,1,446
2015/09/16,1,459,1,497,1,457,1,483,1,386,600,1,483
2015/09/17,1,508,1,524,1,496,1,498,1,288,400,1,498
2015/09/18,1,485,1,495,1,455,1,473,1,233,100,1,473
2015/09/24,1,447,1,457,1,420,1,421,2,177,100,1,421
2015/09/25,1,420,1,442,1,410,1,437,1,164,900,1,437
2015/09/28,1,445,1,445,1,404,1,414,1,325,200,1,414
2015/09/29,1,378,1,380,1,346,1,351,1,758,100,1,351
2015/09/30,1,362,1,395,1,356,1,381,2,499,800,1,381
2015/10/01,1,384,1,404,1,361,1,388,2,413,000,1,388
2015/10/02,1,379,1,429,1,366,1,412,1,504,300,1,412
2015/10/05,1,428,1,435,1,402,1,424,1,525,600,1,424
2015/10/06,1,454,1,490,1,443,1,446,2,318,300,1,446
2015/10/07,1,463,1,560,1,450,1,555,5,215,300,1,555
2015/10/08,1,529,1,540,1,461,1,470,3,694,800,1,470
2015/10/09,1,471,1,577,1,471,1,571,4,864,200,1,571
