2011/06/03,186,186,186,186,800,186
2011/06/06,185,185,183,185,4,200,185
2011/06/07,185,185,184,184,2,700,184
2011/06/08,184,189,184,189,2,400,189
2011/06/09,186,190,184,187,2,700,187
2011/06/10,190,190,184,185,4,100,185
2011/06/13,183,185,181,182,17,200,182
2011/06/14,182,183,181,182,1,400,182
2011/06/15,182,182,179,180,9,900,180
2011/06/16,179,179,177,178,11,500,178
2011/06/17,178,179,178,179,2,300,179
2011/06/20,180,180,179,179,600,179
2011/06/21,179,182,179,182,2,600,182
2011/06/22,185,185,182,185,7,900,185
2011/06/23,186,188,182,188,3,400,188
2011/06/24,186,186,180,186,17,300,186
2011/06/27,184,185,184,185,1,500,185
2011/06/28,185,185,180,181,9,300,181
2011/06/29,181,185,181,185,2,500,185
2011/06/30,185,185,183,184,900,184
2015/08/24,57,58,52,52,338,600,52
2015/08/25,42,51,37,47,481,100,47
2015/08/26,47,50,46,47,119,300,47
2015/08/27,48,51,48,50,94,700,50
2015/08/28,50,51,49,50,50,200,50
2015/08/31,51,52,50,50,44,800,50
2015/09/01,51,51,49,50,44,700,50
2015/09/02,49,50,48,49,49,100,49
2015/09/03,49,50,48,48,10,000,48
2015/09/04,47,48,44,45,154,000,45
2015/09/07,44,45,43,45,50,500,45
2015/09/08,43,45,43,45,10,800,45
2015/09/09,45,46,44,45,84,200,45
2015/09/10,45,46,44,45,16,100,45
2015/09/11,45,46,45,46,47,700,46
2015/09/14,46,47,46,46,25,100,46
2015/09/15,46,47,45,46,14,000,46
2015/09/16,46,48,46,48,52,900,48
2015/09/17,48,48,46,47,23,100,47
2015/09/18,46,49,46,48,84,300,48
2015/09/24,47,48,46,46,63,300,46
2015/09/25,46,48,45,46,66,600,46
2015/09/28,50,65,48,49,3,256,000,49
2015/09/29,47,47,45,47,198,800,47
2015/09/30,47,47,45,45,127,600,45
2015/10/01,47,48,45,46,112,800,46
2015/10/02,47,47,46,46,9,700,46
2015/10/05,46,47,46,47,20,500,47
2015/10/06,47,48,47,48,28,700,48
2015/10/07,47,48,46,48,20,500,48
