2015/08/24,717,722,698,700,32,400,700
2015/08/25,645,701,617,683,31,600,683
2015/08/26,714,714,701,713,9,900,713
2015/08/27,727,730,721,726,6,500,726
2015/08/28,740,740,736,739,5,000,739
2015/08/31,750,751,740,740,7,300,740
2015/09/01,742,747,735,737,6,600,737
2015/09/02,731,732,720,727,7,100,727
2015/09/03,731,734,730,730,2,300,730
2015/09/04,735,735,725,726,5,300,726
2015/09/07,720,720,710,720,6,800,720
2015/09/08,726,726,712,712,4,600,712
2015/09/09,724,728,710,722,6,600,722
2015/09/10,722,722,706,720,5,000,720
2015/09/11,722,725,720,724,10,900,724
2015/09/14,725,731,724,725,5,700,725
2015/09/15,727,730,720,725,10,900,725
2015/09/16,727,729,726,728,2,200,728
2015/09/17,728,729,725,725,7,400,725
2015/09/18,728,730,725,730,6,300,730
2015/09/24,730,730,724,729,19,900,729
2015/09/25,728,728,718,719,32,200,719
2015/09/28,698,699,692,695,18,100,695
2015/09/29,698,698,676,676,13,100,676
2015/09/30,685,690,685,689,5,100,689
2015/10/01,686,691,683,690,7,000,690
2015/10/02,686,689,672,680,16,800,680
2015/10/05,681,687,681,681,8,400,681
2015/10/06,682,685,681,681,8,900,681
2015/10/07,681,684,680,684,7,000,684
2015/10/08,682,686,682,684,8,200,684
