2011/06/03,167,170,167,167,12,000,167
2011/06/06,167,167,164,165,15,000,165
2011/06/07,167,168,166,166,8,000,166
2011/06/08,168,168,166,166,6,000,166
2011/06/09,166,171,166,170,15,000,170
2011/06/10,170,173,170,170,35,000,170
2011/06/13,165,171,165,171,12,000,171
2011/06/14,171,171,168,169,23,000,169
2011/06/15,171,171,165,167,31,000,167
2011/06/16,166,169,166,167,34,000,167
2011/06/17,168,170,167,167,20,000,167
2011/06/20,165,166,165,165,23,000,165
2011/06/21,165,167,165,167,12,000,167
2011/06/22,167,171,167,171,20,000,171
2011/06/23,174,174,172,174,20,000,174
2011/06/24,175,177,173,173,15,000,173
2011/06/27,177,178,174,178,21,000,178
2011/06/28,173,178,173,174,7,000,174
2011/06/29,175,177,174,177,12,000,177
2011/06/30,175,175,168,171,57,000,171
2015/08/24,308,313,289,289,298,000,289
2015/08/25,273,289,260,265,484,000,265
2015/08/26,281,295,269,292,224,000,292
2015/08/27,284,298,284,291,191,000,291
2015/08/28,298,318,298,308,196,000,308
2015/08/31,318,322,315,320,200,000,320
2015/09/01,319,319,308,310,105,000,310
2015/09/02,299,306,293,299,132,000,299
2015/09/03,306,308,299,300,93,000,300
2015/09/04,304,304,293,295,74,000,295
2015/09/07,287,290,282,288,67,000,288
2015/09/08,289,291,279,279,85,000,279
2015/09/09,285,301,285,299,75,000,299
2015/09/10,286,290,284,289,71,000,289
2015/09/11,294,296,291,294,106,000,294
2015/09/14,298,298,292,292,36,000,292
2015/09/15,293,294,286,290,81,000,290
2015/09/16,295,298,293,298,65,000,298
2015/09/17,298,300,294,297,45,000,297
2015/09/18,299,300,296,298,34,000,298
2015/09/24,297,297,287,288,80,000,288
2015/09/25,287,291,286,289,56,000,289
2015/09/28,294,294,288,290,23,000,290
2015/09/29,287,287,260,274,117,000,274
2015/09/30,276,287,276,283,32,000,283
2015/10/01,290,290,284,288,75,000,288
2015/10/02,286,292,285,289,39,000,289
2015/10/05,294,295,290,293,42,000,293
2015/10/06,295,299,295,296,30,000,296
2015/10/07,296,304,296,304,76,000,304
2015/10/08,302,305,300,304,57,000,304
2015/10/09,304,313,304,313,108,000,313
