2011/02/15,12,470,12,470,12,470,12,470,2,12,470
2011/02/16,12,560,12,560,12,560,12,560,20,12,560
2011/02/18,12,560,12,560,12,560,12,560,3,12,560
2011/02/21,12,550,12,550,12,550,12,550,20,12,550
2011/03/08,12,060,12,060,12,060,12,060,1,12,060
2011/03/09,12,090,12,090,12,090,12,090,1,12,090
2011/03/15,10,500,10,500,9,620,9,620,301,9,620
2011/03/16,10,200,10,200,10,200,10,200,10,10,200
2011/03/18,10,440,10,440,10,440,10,440,1,10,440
2011/03/22,11,090,11,090,11,090,11,090,1,11,090
2011/03/23,11,140,11,140,11,140,11,140,1,11,140
2011/03/24,11,440,11,580,11,440,11,580,101,11,580
2011/03/25,11,140,11,140,10,900,10,900,109,10,900
2011/03/29,10,600,10,930,10,300,10,930,4,10,930
2011/03/30,11,140,11,140,11,140,11,140,10,11,140
2011/04/01,11,420,11,420,11,420,11,420,1,11,420
2011/04/07,11,060,11,060,11,060,11,060,1,11,060
2011/04/22,11,130,11,130,11,130,11,130,1,11,130
2011/05/09,11,460,11,460,11,460,11,460,90,11,460
2011/06/08,11,030,11,030,11,030,11,030,1,11,030
2015/07/09,19,800,19,910,19,790,19,910,27,19,910
2015/07/13,20,520,20,520,20,520,20,520,5,20,520
2015/07/14,20,970,20,970,20,970,20,970,5,20,970
2015/07/15,20,730,20,750,20,730,20,750,10,20,750
2015/07/16,20,940,20,940,20,940,20,940,5,20,940
2015/07/21,21,300,21,300,21,300,21,300,2,21,300
2015/08/04,21,040,21,040,21,040,21,040,2,21,040
2015/08/11,21,900,21,900,21,620,21,620,2,21,620
2015/08/12,21,410,21,410,21,410,21,410,20,21,410
2015/08/13,21,410,21,410,21,410,21,410,1,21,410
2015/08/14,21,370,21,370,21,370,21,370,20,21,370
2015/08/17,21,520,21,520,21,510,21,510,110,21,510
2015/08/24,19,610,19,610,19,580,19,580,7,19,580
2015/08/25,19,180,19,180,19,180,19,180,20,19,180
2015/08/26,18,230,18,620,18,230,18,620,102,18,620
2015/08/27,19,520,19,520,19,520,19,520,30,19,520
2015/08/28,19,830,19,830,19,820,19,820,34,19,820
2015/09/07,18,140,18,330,18,140,18,330,2,18,330
2015/09/08,18,300,18,300,17,910,17,910,16,17,910
2015/09/15,19,000,19,000,19,000,19,000,1,19,000
