2011/06/03,112,113,106,106,221,000,106
2011/06/06,105,106,103,103,158,000,103
2011/06/07,102,106,102,105,128,000,105
2011/06/08,107,108,104,105,584,000,105
2011/06/09,104,106,101,105,516,000,105
2011/06/10,105,107,103,103,824,000,103
2011/06/13,101,106,101,104,272,000,104
2011/06/14,104,108,104,106,254,000,106
2011/06/15,107,111,107,109,336,000,109
2011/06/16,107,112,107,108,359,000,108
2011/06/17,109,110,105,105,218,000,105
2011/06/20,106,109,106,108,270,000,108
2011/06/21,107,108,105,107,401,000,107
2011/06/22,109,110,108,110,235,000,110
2011/06/23,109,115,108,112,709,000,112
2011/06/24,112,114,111,113,277,000,113
2011/06/27,113,113,111,111,188,000,111
2011/06/28,112,113,110,111,302,000,111
2011/06/29,111,111,109,110,133,000,110
2011/06/30,110,110,107,108,200,000,108
2015/08/24,532,546,507,507,2,563,000,507
2015/08/25,482,532,466,501,3,830,000,501
2015/08/26,511,542,503,535,2,323,000,535
2015/08/27,544,559,541,548,2,569,000,548
2015/08/28,561,571,556,563,2,027,000,563
2015/08/31,560,582,555,578,1,813,000,578
2015/09/01,578,602,577,581,6,537,000,581
2015/09/02,571,596,564,582,3,700,000,582
2015/09/03,597,601,567,570,2,056,000,570
2015/09/04,567,569,545,553,2,266,000,553
2015/09/07,550,554,536,540,1,250,000,540
2015/09/08,535,540,499,505,3,034,000,505
2015/09/09,523,524,504,519,1,728,000,519
2015/09/10,525,535,504,532,2,710,000,532
2015/09/11,528,533,520,529,1,324,000,529
2015/09/14,529,534,515,521,1,085,000,521
2015/09/15,519,521,494,496,2,163,000,496
2015/09/16,500,502,484,487,2,197,000,487
2015/09/17,491,501,486,498,1,246,000,498
2015/09/18,495,502,490,493,1,085,000,493
2015/09/24,485,488,473,473,1,157,000,473
2015/09/25,471,490,471,489,1,108,000,489
