2011/05/19,3,285,3,285,3,235,3,235,70,3,235
2011/05/20,3,250,3,250,3,250,3,250,10,3,250
2011/05/23,3,200,3,200,3,185,3,185,20,3,185
2011/05/25,3,185,3,185,3,185,3,185,10,3,185
2011/05/26,3,205,3,205,3,205,3,205,10,3,205
2011/05/30,3,200,3,210,3,170,3,190,580,3,190
2011/05/31,3,245,3,245,3,245,3,245,200,3,245
2011/06/02,3,250,3,250,3,215,3,215,80,3,215
2011/06/03,3,200,3,200,3,200,3,200,20,3,200
2011/06/07,3,150,3,150,3,150,3,150,10,3,150
2011/06/08,3,190,3,190,3,190,3,190,50,3,190
2011/06/14,3,130,3,130,3,130,3,130,260,3,130
2011/06/16,3,170,3,170,3,150,3,150,20,3,150
2011/06/17,3,125,3,125,3,095,3,095,70,3,095
2011/06/20,3,035,3,105,3,035,3,105,20,3,105
2011/06/21,3,110,3,110,3,110,3,110,10,3,110
2011/06/22,3,150,3,150,3,150,3,150,10,3,150
2011/06/24,3,140,3,200,3,140,3,200,330,3,200
2011/06/29,3,240,3,240,3,240,3,240,10,3,240
2011/06/30,3,250,3,275,3,250,3,275,130,3,275
2015/07/06,5,300,5,300,5,300,5,300,50,5,300
2015/07/08,5,200,5,200,5,200,5,200,200,5,200
2015/07/09,5,170,5,170,5,080,5,080,170,5,080
2015/07/13,5,010,5,070,5,010,5,060,240,5,060
2015/07/14,5,160,5,160,5,160,5,160,100,5,160
2015/07/21,5,200,5,200,5,200,5,200,100,5,200
2015/07/29,4,970,4,970,4,970,4,970,70,4,970
2015/08/04,5,010,5,010,4,980,4,980,460,4,980
2015/08/06,5,050,5,050,5,030,5,030,250,5,030
2015/08/14,5,170,5,170,5,170,5,170,20,5,170
2015/08/19,5,140,5,140,5,140,5,140,10,5,140
2015/08/20,5,040,5,140,5,040,5,140,100,5,140
2015/08/21,5,040,5,040,4,830,4,870,30,4,870
2015/08/24,4,685,4,685,4,465,4,465,40,4,465
2015/08/26,4,465,4,465,4,465,4,465,10,4,465
2015/08/31,4,780,4,780,4,780,4,780,10,4,780
2015/09/09,4,665,4,665,4,665,4,665,30,4,665
2015/09/10,4,385,4,585,4,385,4,585,20,4,585
2015/09/11,4,460,4,460,4,390,4,455,290,4,455
2015/09/16,4,695,4,695,4,695,4,695,10,4,695
2015/09/30,4,395,4,395,4,375,4,375,130,4,375
2015/10/02,4,400,4,400,4,400,4,400,80,4,400
2015/10/09,4,330,4,330,4,330,4,330,20,4,330
