2015/08/24,19,690,19,690,17,850,17,900,18,284,17,900
2015/08/25,17,500,18,440,16,140,16,600,91,673,16,600
2015/08/26,16,750,17,790,16,570,17,640,127,044,17,640
2015/08/27,18,530,18,700,18,060,18,180,35,173,18,180
2015/08/28,19,140,19,410,18,980,19,330,26,962,19,330
2015/08/31,19,140,19,150,18,650,18,900,27,434,18,900
2015/09/01,18,690,18,720,17,480,17,520,25,664,17,520
2015/09/02,16,820,17,860,16,730,17,150,49,900,17,150
2015/09/03,17,720,17,970,17,390,17,410,8,808,17,410
2015/09/04,17,700,17,710,16,330,16,710,33,774,16,710
2015/09/07,16,390,16,900,16,050,16,720,23,010,16,720
2015/09/08,16,740,16,820,15,930,15,990,6,095,15,990
2015/09/09,17,190,18,060,17,010,18,060,18,394,18,060
2015/09/10,17,660,17,660,16,770,17,320,18,750,17,320
2015/09/11,16,920,17,570,16,900,17,400,3,942,17,400
2015/09/14,17,550,17,550,16,900,17,400,13,887,17,400
2015/09/15,17,140,17,580,16,920,16,920,12,809,16,920
2015/09/16,17,310,17,400,17,050,17,180,6,367,17,180
2015/09/17,17,540,17,770,17,370,17,670,27,130,17,670
2015/09/18,17,400,17,400,16,880,17,010,10,078,17,010
2015/09/24,16,460,16,560,16,140,16,150,10,152,16,150
2015/09/25,16,180,16,700,16,000,16,700,10,376,16,700
2015/09/28,16,860,16,980,16,450,16,690,9,380,16,690
2015/09/29,15,970,15,970,14,980,15,210,35,371,15,210
2015/09/30,15,610,16,020,15,550,15,850,14,115,15,850
2015/10/01,16,200,16,740,15,970,16,600,15,007,16,600
2015/10/02,16,300,16,660,16,240,16,620,7,368,16,620
2015/10/05,17,000,17,200,16,830,17,080,19,126,17,080
2015/10/06,17,620,17,720,17,260,17,290,19,014,17,290
2015/10/07,17,430,17,820,17,250,17,770,9,897,17,770
