2011/06/03,41,42,41,42,8,000,42
2011/06/06,41,41,40,41,42,000,41
2011/06/07,40,41,40,40,44,000,40
2011/06/08,40,40,40,40,37,000,40
2011/06/09,40,41,40,40,36,000,40
2011/06/10,40,41,40,40,73,000,40
2011/06/13,40,41,40,41,114,000,41
2011/06/14,40,41,40,41,32,000,41
2011/06/15,41,41,40,41,44,000,41
2011/06/16,41,42,41,42,42,000,42
2011/06/17,42,42,41,42,39,000,42
2011/06/20,42,42,41,42,32,000,42
2011/06/21,42,42,41,42,23,000,42
2011/06/22,42,42,41,41,166,000,41
2011/06/23,41,42,41,42,114,000,42
2011/06/24,42,42,41,41,75,000,41
2011/06/27,41,42,41,42,15,000,42
2011/06/28,42,43,42,42,139,000,42
2011/06/29,42,42,42,42,16,000,42
2011/06/30,42,42,41,41,14,000,41
2015/08/24,45,46,40,41,15,688,000,41
2015/08/25,39,42,35,38,13,066,000,38
2015/08/26,41,43,40,43,5,836,000,43
2015/08/27,44,45,41,42,11,183,000,42
2015/08/28,43,45,42,43,10,410,000,43
2015/08/31,43,44,42,43,9,154,000,43
2015/09/01,42,42,40,40,7,882,000,40
2015/09/02,40,42,40,41,8,296,000,41
2015/09/03,41,42,40,41,6,894,000,41
2015/09/04,40,41,39,39,10,089,000,39
2015/09/07,38,40,37,39,9,673,000,39
2015/09/08,39,40,38,39,7,092,000,39
2015/09/09,40,44,39,44,10,842,000,44
2015/09/10,42,43,41,43,8,210,000,43
2015/09/11,43,46,42,46,12,828,000,46
2015/09/14,47,51,45,50,25,481,000,50
2015/09/15,49,51,48,48,13,732,000,48
2015/09/16,49,50,44,46,14,382,000,46
2015/09/17,47,49,46,47,11,766,000,47
2015/09/18,47,48,46,47,9,106,000,47
2015/09/24,47,49,46,47,5,717,000,47
2015/09/25,46,47,44,46,7,791,000,46
2015/09/28,46,47,44,44,5,936,000,44
2015/09/29,44,45,41,42,8,979,000,42
2015/09/30,43,46,42,44,8,628,000,44
2015/10/01,44,45,42,43,8,329,000,43
2015/10/02,42,46,42,44,12,774,000,44
2015/10/05,49,55,47,52,44,543,000,52
2015/10/06,55,57,46,46,47,950,000,46
2015/10/07,47,48,44,45,16,590,000,45
2015/10/08,45,46,44,44,9,846,000,44
